Brand,Model,Location,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Price,Cat,Has_New_Price,New_Price_num,Power_Engine_Ratio
Hyundai,Verna 1.6 EX VTVT,Kolkata,7,14800.0,Petrol,Manual,First,17,1591,121.3,1.6863989535702288,Standard,0,0.0,0.07624135763670647
Honda,Mobilio S i VTEC,Kolkata,4,26000.0,Petrol,Manual,First,17,1497,117.3,1.6582280766035324,Large,0,0.0,0.0783567134268537
Honda,Amaze S i-Vtech,Mumbai,2,32005.0,Petrol,Manual,First,18,1198,86.7,1.6582280766035324,Standard,0,0.0,0.07237061769616027
Honda,City i-VTEC CVT VX,Jaipur,2,35000.0,Petrol,Automatic,First,18,1497,117.3,2.1633230256605382,Standard,1,14.67,0.0783567134268537
Other_Luxury,Rover Range Rover 2.2L Dynamic,Pune,4,52000.0,Diesel,Automatic,First,12,2179,187.7,3.7074558396868715,Standard,0,0.0,0.08614043139054611
Honda,City i-VTEC V,Mumbai,2,11000.0,Petrol,Manual,First,17,1497,117.3,2.2512917986064953,Standard,1,12.57,0.0783567134268537
Mercedes-benz,E-Class 280 Elegance,Jaipur,11,62000.0,Petrol,Automatic,First,9,2997,231.1,2.0794415416798357,Standard,0,0.0,0.07711044377711045
Toyota,Fortuner 4x2 Manual,Delhi,6,71000.0,Diesel,Manual,First,13,2982,168.5,2.7880929087757464,Large,0,0.0,0.05650570087189805
Maruti,A-Star Vxi,Hyderabad,11,51366.0,Petrol,Manual,First,19,998,66.1,1.1786549963416462,Standard,0,0.0,0.06623246492985971
Tata,Sumo EX,Kolkata,3,46300.0,Diesel,Manual,First,14,1948,83.1,1.766441661243765,Large,0,0.0,0.04265913757700205
Honda,City V AT,Coimbatore,7,60908.0,Petrol,Automatic,Second,15,1497,116.3,2.004179057179289,Standard,0,0.0,0.07768871075484302
Nissan,Micra XV D,Chennai,7,93450.0,Diesel,Manual,Second,23,1461,63.12,1.252762968495368,Standard,1,9.48,0.04320328542094456
Hyundai,Verna SX CRDi AT,Hyderabad,8,104000.0,Diesel,Automatic,First,19,1582,126.32,1.9095425048844386,Standard,0,0.0,0.07984829329962073
Mahindra,XUV500 W8 4WD,Coimbatore,4,42999.0,Diesel,Manual,First,15,2179,140.0,2.5273273656719524,Large,0,0.0,0.06424965580541533
Maruti,SX4 VDI,Delhi,5,90000.0,Diesel,Manual,First,21,1248,88.8,1.7047480922384253,Standard,0,0.0,0.07115384615384615
Hyundai,i20 Sportz AT 1.4,Bangalore,6,72000.0,Petrol,Automatic,First,15,1396,98.6,1.749199854809259,Standard,0,0.0,0.07063037249283667
Hyundai,Creta 1.6 CRDi SX,Coimbatore,0,54321.0,Diesel,Manual,First,19,1582,126.2,2.6769034721053733,Standard,0,0.0,0.0797724399494311
Mercedes-benz,E-Class E250 CDI Avantgrade,Kochi,4,59630.0,Diesel,Automatic,First,13,2143,201.1,3.1949928844048685,Standard,0,0.0,0.09384041063929072
Toyota,Fortuner 4x2 AT,Hyderabad,6,116000.0,Diesel,Automatic,Second,12,2982,168.5,3.0081547935525483,Large,0,0.0,0.05650570087189805
Other_Luxury,S60 D4 KINETIC,Ahmedabad,4,34000.0,Diesel,Automatic,First,9,1984,181.0,3.044522437723423,Standard,0,0.0,0.09122983870967742
Mercedes-benz,E-Class 2009-2013 E250 CDI Avantgarde,Delhi,8,70000.0,Diesel,Automatic,First,14,2143,203.0,2.6390573296152584,Standard,0,0.0,0.09472701819878675
Honda,Accord 2.4 Elegance M/T,Chennai,9,80000.0,Petrol,Manual,First,10,2354,180.0,1.6074359097634274,Standard,0,0.0,0.07646559048428207
Honda,Amaze S i-Dtech,Pune,4,110000.0,Diesel,Manual,First,25,1498,98.6,1.7316555451583497,Standard,0,0.0,0.06582109479305741
Maruti,Dzire ZDI,Ahmedabad,6,56454.0,Diesel,Manual,First,28,1248,73.75,1.7316555451583497,Standard,1,8.95,0.05909455128205128
Maruti,Swift LXI,Kolkata,6,60000.0,Petrol,Manual,First,18,1197,85.8,1.423108334242607,Standard,0,0.0,0.07167919799498747
Toyota,Corolla Altis G HV AT,Delhi,6,56000.0,Petrol,Automatic,First,14,1798,138.1,2.224623551524334,Standard,0,0.0,0.0768075639599555
Other_Luxury,Rover Range Rover Vogue SE 4.4 SDV8,Bangalore,7,63000.0,Diesel,Automatic,Second,11,4367,335.3,4.189654742026425,Standard,0,0.0,0.07678039844286697
Maruti,Swift VDI,Chennai,7,63000.0,Diesel,Manual,First,22,1248,74.0,1.7047480922384253,Standard,0,0.0,0.05929487179487179
Other_Luxury,Compass 2.0 Limited Option 4X4,Kolkata,2,15050.0,Diesel,Manual,First,16,1956,170.0,2.917770732084279,Standard,1,23.19,0.0869120654396728
Maruti,Swift VXI BSIV,Mumbai,3,29401.0,Petrol,Manual,First,20,1197,81.8,1.6695918352538475,Standard,0,0.0,0.0683375104427736
Honda,Jazz 1.2 SV i VTEC,Kochi,3,25238.0,Petrol,Manual,First,18,1199,88.7,1.9740810260220096,Standard,0,0.0,0.07397831526271893
Volkswagen,Polo Petrol Trendline 1.2L,Kochi,8,58752.0,Petrol,Manual,First,16,1198,73.9,1.463255402256019,Standard,0,0.0,0.06168614357262104
Honda,Civic 2006-2010 1.8 V AT,Delhi,8,62000.0,Petrol,Automatic,First,12,1799,130.0,1.55814461804655,Standard,0,0.0,0.07226236798221233
Toyota,Etios G SP,Bangalore,6,132000.0,Petrol,Manual,First,16,1496,88.73,1.7404661748405046,Standard,0,0.0,0.05931149732620321
Hyundai,Verna 1.6 SX VTVT,Chennai,3,51000.0,Petrol,Manual,First,17,1591,121.3,2.0149030205422647,Standard,0,0.0,0.07624135763670647
Toyota,Innova 2.5 G4 Diesel 8-seater,Hyderabad,10,170000.0,Diesel,Manual,First,12,2494,102.0,2.1102132003465894,Large,0,0.0,0.0408981555733761
Maruti,SX4 S Cross DDiS 320 Zeta,Coimbatore,3,61717.0,Diesel,Manual,First,22,1598,118.0,2.2965670206684825,Standard,0,0.0,0.07384230287859825
Ford,Freestyle Titanium Plus Petrol,Kolkata,1,8896.0,Petrol,Manual,First,19,1194,94.68,2.1210632163706555,Standard,1,8.24,0.0792964824120603
Maruti,Baleno Alpha 1.2,Delhi,3,17000.0,Petrol,Manual,First,21,1197,83.1,2.066862759472976,Standard,0,0.0,0.06942355889724311
Honda,Jazz V,Mumbai,3,31378.0,Petrol,Manual,First,18,1199,88.7,1.9315214116032138,Standard,1,8.71,0.07397831526271893
Hyundai,Verna 1.6 CRDi EX AT,Pune,6,114000.0,Diesel,Automatic,First,22,1582,126.3,2.0476928433652555,Standard,0,0.0,0.07983565107458912
Honda,Amaze VX i-DTEC,Ahmedabad,5,81000.0,Diesel,Manual,First,25,1498,98.6,1.62924053973028,Standard,0,0.0,0.06582109479305741
Audi,Q3 30 TDI Premium FWD,Mumbai,2,31000.0,Diesel,Automatic,First,18,1968,147.51,3.332204510175204,Standard,1,44.75,0.07495426829268292
Skoda,Rapid 2013-2016 1.6 MPI Ambition,Mumbai,5,35000.0,Petrol,Manual,First,15,1598,103.52,1.7047480922384253,Standard,0,0.0,0.06478097622027534
Audi,A4 2.0 TDI 177 Bhp Premium Plus,Kolkata,6,60001.0,Diesel,Automatic,First,17,1968,174.33,2.740840023925201,Standard,0,0.0,0.08858231707317074
Maruti,Swift Dzire VDI,Jaipur,5,75074.0,Diesel,Manual,First,23,1248,74.0,1.8325814637483102,Standard,0,0.0,0.05929487179487179
Tata,Indica Vista Quadrajet LS,Kolkata,7,80000.0,Diesel,Manual,Second,22,1248,74.0,0.7884573603642702,Standard,0,0.0,0.05929487179487179
Toyota,Innova 2.5 G (Diesel) 8 Seater,Jaipur,13,147350.0,Diesel,Manual,Second,12,2494,100.6,1.7833912195575383,Large,0,0.0,0.04033680834001604
Renault,Duster 110PS Diesel RxZ Plus,Hyderabad,6,60000.0,Diesel,Manual,First,19,1461,108.45,2.1400661634962708,Standard,0,0.0,0.0742299794661191
Mercedes-benz,E-Class E400 Cabriolet,Kolkata,4,7501.0,Petrol,Automatic,First,10,2996,333.0,3.8918202981106265,Standard,1,87.57,0.11114819759679573
Honda,Amaze S i-Dtech,Delhi,4,58000.0,Diesel,Manual,First,25,1498,98.6,1.6956156086751528,Standard,0,0.0,0.06582109479305741
Mercedes-benz,GLE 350d,Coimbatore,1,29277.0,Diesel,Automatic,First,11,2987,254.79,4.105119635390059,Standard,1,95.13,0.08529963173752929
Maruti,Ritz VDi,Kochi,4,57034.0,Diesel,Manual,First,23,1248,73.94,1.682688374173693,Standard,0,0.0,0.05924679487179487
Maruti,Ciaz ZDi Plus SHVS,Kochi,3,40810.0,Diesel,Manual,First,28,1248,88.5,2.186051276738094,Standard,0,0.0,0.07091346153846154
Maruti,Baleno Delta CVT,Coimbatore,1,34630.0,Petrol,Automatic,First,21,1197,83.1,2.115049969147204,Standard,1,8.57,0.06942355889724311
Ford,Fiesta Diesel Titanium Plus,Hyderabad,7,45122.0,Diesel,Manual,First,23,1498,88.7,1.9459101490553132,Standard,0,0.0,0.05921228304405875
Mahindra,XUV500 W8 2WD,Chennai,8,126000.0,Diesel,Manual,Third,16,2179,140.0,2.0412203288596382,Large,0,0.0,0.06424965580541533
Maruti,Alto LXi,Jaipur,10,63000.0,Petrol,Manual,First,19,796,46.3,0.9162907318741551,Standard,0,0.0,0.05816582914572864
Other,Cooper 3 DOOR D,Kochi,3,32298.0,Diesel,Automatic,First,20,1496,113.98,3.2108436531709366,Standard,1,35.0,0.07618983957219251
Mahindra,XUV500 W8 4WD,Kochi,5,63288.0,Diesel,Manual,First,15,2179,140.0,2.1713368063840917,Large,0,0.0,0.06424965580541533
Hyundai,Santro Xing GLS,Coimbatore,7,43337.0,Petrol,Manual,First,17,1086,62.1,1.463255402256019,Standard,0,0.0,0.057182320441988954
Maruti,Swift VDI,Kochi,4,46561.0,Diesel,Manual,First,22,1248,74.0,1.7817091333745536,Standard,0,0.0,0.05929487179487179
Mercedes-benz,A Class A180 CDI,Delhi,6,34000.0,Diesel,Automatic,Second,20,2143,107.3,2.4849066497880004,Standard,0,0.0,0.050069995333644424
Renault,KWID RXT,Hyderabad,3,48000.0,Petrol,Manual,First,25,799,53.3,1.4816045409242156,Standard,0,0.0,0.06670838548185232
Maruti,Swift VDI,Kochi,6,56263.0,Diesel,Manual,First,22,1248,74.0,1.6428726885203377,Standard,0,0.0,0.05929487179487179
Maruti,Zen LXI,Hyderabad,14,84060.0,Petrol,Manual,Second,17,993,60.0,0.8109302162163288,Standard,0,0.0,0.06042296072507553
Hyundai,Grand i10 Magna AT,Mumbai,3,9000.0,Petrol,Automatic,First,18,1197,82.0,1.864080130807681,Standard,0,0.0,0.06850459482038429
Tata,Manza Aura Quadrajet BS IV,Jaipur,7,79000.0,Diesel,Manual,First,21,1248,88.8,1.2781522025001875,Standard,0,0.0,0.07115384615384615
Mahindra,XUV500 W10 AWD,Pune,4,87900.0,Diesel,Manual,First,16,2179,140.0,2.565718292524414,Large,0,0.0,0.06424965580541533
Maruti,Swift Dzire 1.2 Vxi BSIV,Delhi,9,72425.0,Petrol,Manual,Second,17,1197,85.8,1.2383742310432684,Standard,0,0.0,0.07167919799498747
Audi,Q3 35 TDI Quattro Premium Plus,Bangalore,4,38000.0,Diesel,Automatic,First,15,1968,174.33,3.4011973816621555,Standard,0,0.0,0.08858231707317074
Mercedes-benz,New C-Class C 220 CDI Elegance AT,Hyderabad,9,107000.0,Diesel,Automatic,First,14,2143,170.0,2.5641798306825083,Standard,0,0.0,0.07932804479701354
Honda,City i VTEC CVT VX,Delhi,4,51000.0,Petrol,Automatic,First,18,1497,117.3,2.186051276738094,Standard,0,0.0,0.0783567134268537
Toyota,Innova 2.5 GX 7 STR,Pune,9,140000.0,Diesel,Manual,Third,12,2494,102.0,1.9810014688665833,Large,0,0.0,0.0408981555733761
Chevrolet,Beat LT,Pune,8,48000.0,Petrol,Manual,Second,18,1199,79.4,1.0296194171811583,Standard,0,0.0,0.06622185154295246
Honda,Jazz 1.2 S i VTEC,Mumbai,4,31000.0,Petrol,Manual,First,18,1199,88.7,1.7749523509116738,Standard,0,0.0,0.07397831526271893
Nissan,Micra XL Primo,Jaipur,9,75055.0,Petrol,Manual,First,18,1198,75.0,1.1786549963416462,Standard,0,0.0,0.06260434056761269
Maruti,Ciaz AT ZXi,Coimbatore,2,51210.0,Petrol,Automatic,First,19,1373,91.1,2.2915241456346207,Standard,0,0.0,0.0663510560815732
Toyota,Fortuner 4x2 AT,Mumbai,7,87000.0,Diesel,Automatic,First,12,2982,168.5,2.772588722239781,Large,0,0.0,0.05650570087189805
Ford,Aspire Ambiente Diesel,Kolkata,1,17000.0,Diesel,Manual,First,26,1498,99.0,1.8946168546677629,Standard,1,7.56,0.06608811748998665
Maruti,Ertiga ZDI,Jaipur,5,57000.0,Diesel,Manual,First,20,1248,88.8,2.0794415416798357,Large,0,0.0,0.07115384615384615
Maruti,Alto 800 LXI,Hyderabad,3,9370.0,Petrol,Manual,First,22,796,47.3,1.3737155789130306,Standard,0,0.0,0.059422110552763814
Honda,Brio V MT,Chennai,6,53226.0,Petrol,Manual,First,19,1198,86.8,1.4586150226995167,Standard,0,0.0,0.07245409015025041
Hyundai,Verna Transform CRDi VGT SX ABS,Hyderabad,9,120000.0,Diesel,Manual,Second,16,1493,110.0,1.5040773967762742,Standard,0,0.0,0.07367716008037509
Honda,City 1.5 GXI,Jaipur,12,75055.0,Petrol,Manual,First,12,1493,100.0,1.1939224684724346,Standard,0,0.0,0.06697923643670463
Hyundai,Creta 1.6 CRDi SX,Coimbatore,2,37247.0,Diesel,Manual,First,19,1582,126.2,2.6871669901857858,Standard,0,0.0,0.0797724399494311
Toyota,Etios Liva GD,Delhi,6,64000.0,Diesel,Manual,First,23,1364,67.06,1.410986973710262,Standard,0,0.0,0.04916422287390029
Hyundai,Sonata Transform 2.4 GDi MT,Mumbai,5,12000.0,Petrol,Manual,First,13,2359,198.25,2.6210388241125804,Standard,0,0.0,0.08403984739296312
Hyundai,Creta 1.6 CRDi SX Option,Pune,2,40158.0,Diesel,Manual,First,19,1582,126.2,2.691243082785829,Standard,0,0.0,0.0797724399494311
Honda,Jazz 1.2 SV i VTEC,Chennai,2,11000.0,Petrol,Manual,First,18,1199,88.7,2.0476928433652555,Standard,0,0.0,0.07397831526271893
Volkswagen,Vento Diesel Comfortline,Chennai,5,70010.0,Diesel,Manual,First,20,1598,103.6,1.8325814637483102,Standard,0,0.0,0.06483103879849812
Mahindra,XUV500 W6 2WD,Mumbai,4,82000.0,Diesel,Manual,First,16,2179,140.0,2.277267285009756,Large,0,0.0,0.06424965580541533
Mahindra,TUV 300 2015-2019 T8,Kochi,2,57259.0,Diesel,Manual,First,18,1493,100.0,2.28949985344539,Large,0,0.0,0.06697923643670463
Honda,Accord 2001-2003 2.3 VTi L AT,Bangalore,9,84000.0,Petrol,Automatic,Second,11,2354,142.0,2.0149030205422647,Standard,0,0.0,0.06032285471537808
Maruti,Ertiga VDI,Pune,7,168000.0,Diesel,Manual,First,20,1248,88.76,1.7047480922384253,Large,0,0.0,0.07112179487179487
Mahindra,Ssangyong Rexton RX5,Hyderabad,7,73670.0,Diesel,Manual,First,12,2696,162.0,2.6026896854443837,Large,0,0.0,0.06008902077151335
Toyota,Fortuner 4x2 AT,Delhi,5,89540.0,Diesel,Automatic,First,12,2982,168.5,2.8791984572980396,Large,0,0.0,0.05650570087189805
Maruti,Ertiga ZDI,Hyderabad,3,85423.0,Diesel,Manual,First,20,1248,88.8,2.277267285009756,Large,0,0.0,0.07115384615384615
Hyundai,Elantra CRDi SX AT,Pune,6,48823.0,Diesel,Automatic,First,19,1582,126.24,2.2512917986064953,Standard,0,0.0,0.07979772439949431
Hyundai,i10 Magna 1.2,Kolkata,8,35082.0,Petrol,Manual,First,20,1197,78.9,1.1662709371419244,Standard,0,0.0,0.06591478696741855
Maruti,Omni MPI STD BSIV,Jaipur,7,126000.0,Petrol,Manual,First,16,796,34.2,0.9555114450274363,Standard,0,0.0,0.04296482412060302
Honda,Amaze VX AT i-Vtech,Delhi,3,19000.0,Petrol,Automatic,First,15,1198,86.7,1.9810014688665833,Standard,0,0.0,0.07237061769616027
Honda,Civic 2006-2010 1.8 V AT,Mumbai,12,69000.0,Petrol,Automatic,Second,12,1799,130.0,1.1786549963416462,Standard,0,0.0,0.07226236798221233
Mercedes-benz,CLA 200 CDI Sport,Kochi,0,29836.0,Diesel,Automatic,First,17,2143,136.0,3.2865344733420154,Standard,1,43.07,0.06346243583761083
Skoda,Superb 1.8 TFSI MT,Ahmedabad,9,48002.0,Petrol,Manual,Second,13,1798,157.8,2.0476928433652555,Standard,0,0.0,0.08776418242491658
Maruti,Ciaz ZDi Plus SHVS,Ahmedabad,4,52324.0,Diesel,Manual,First,28,1248,88.5,1.9810014688665833,Standard,0,0.0,0.07091346153846154
Ford,Ecosport 1.5 DV5 MT Titanium Optional,Delhi,6,65000.0,Diesel,Manual,First,22,1498,89.84,1.8082887711792655,Standard,0,0.0,0.05997329773030708
Mercedes-benz,M-Class ML 320 CDI,Mumbai,10,66000.0,Diesel,Automatic,Second,8,2987,224.34,2.463853240590168,Standard,0,0.0,0.07510545698024775
Hyundai,Grand i10 CRDi Sportz,Hyderabad,3,75700.0,Diesel,Manual,First,24,1120,70.0,1.9021075263969205,Standard,0,0.0,0.0625
Volkswagen,Vento Diesel Breeze,Bangalore,6,43000.0,Diesel,Manual,First,20,1598,105.0,1.9387416595767009,Standard,0,0.0,0.06570713391739674
Chevrolet,Beat Diesel LT,Kochi,7,42706.0,Diesel,Manual,First,25,936,56.3,1.2237754316221157,Standard,0,0.0,0.060149572649572644
Mahindra,Quanto C6,Mumbai,6,35000.0,Diesel,Manual,First,17,1493,100.0,1.501852701754163,Large,0,0.0,0.06697923643670463
Hyundai,i10 Asta 1.2 AT with Sunroof,Hyderabad,8,54348.0,Petrol,Automatic,First,19,1197,80.0,1.6094379124341003,Standard,0,0.0,0.06683375104427736
Toyota,Etios Liva 1.4 GD,Delhi,6,84000.0,Diesel,Manual,First,23,1364,67.04,1.5789787049493917,Standard,1,7.83,0.04914956011730206
Toyota,Corolla Altis 2008-2013 1.8 VL AT,Mumbai,9,63298.0,Petrol,Automatic,First,14,1794,138.1,1.599387576580599,Standard,0,0.0,0.0769788182831661
Hyundai,i10 Magna 1.2,Jaipur,6,75049.0,Petrol,Manual,Second,20,1197,78.9,1.3862943611198906,Standard,0,0.0,0.06591478696741855
Ford,Figo Aspire 1.2 Ti-VCT Titanium,Kochi,1,24237.0,Petrol,Manual,First,18,1196,86.8,2.0412203288596382,Standard,0,0.0,0.0725752508361204
Maruti,Ritz ZXi,Coimbatore,3,22767.0,Petrol,Manual,First,18,1197,85.8,1.965712776351493,Standard,0,0.0,0.07167919799498747
Hyundai,i20 Sportz AT 1.4,Bangalore,7,58000.0,Petrol,Automatic,Second,15,1396,98.6,1.6863989535702288,Standard,0,0.0,0.07063037249283667
Maruti,Swift Dzire LDI,Pune,2,57000.0,Diesel,Manual,First,26,1248,74.0,1.6582280766035324,Standard,0,0.0,0.05929487179487179
Bmw,7 Series 2007-2012 750Li,Kochi,9,50161.0,Petrol,Automatic,First,8,4395,402.0,3.2932409068235073,Standard,0,0.0,0.09146757679180888
Maruti,S Cross DDiS 320 Alpha,Kolkata,3,45000.0,Diesel,Manual,First,22,1598,118.0,2.0794415416798357,Standard,0,0.0,0.07384230287859825
Toyota,Fortuner 4x4 AT,Coimbatore,2,68319.0,Diesel,Automatic,First,12,2982,168.5,3.2627013044082305,Large,0,0.0,0.05650570087189805
Hyundai,EON 1.0 Magna Plus Option O,Kochi,2,30711.0,Petrol,Manual,First,20,998,68.05,1.6956156086751528,Standard,0,0.0,0.06818637274549098
Hyundai,i20 1.4 CRDi Magna,Kolkata,8,38277.0,Diesel,Manual,First,21,1396,90.0,1.2237754316221157,Standard,0,0.0,0.06446991404011461
Volkswagen,Vento Diesel Highline,Pune,7,115000.0,Diesel,Manual,Second,20,1598,103.6,1.673351238177753,Standard,0,0.0,0.06483103879849812
Maruti,Swift Dzire VXi AT,Coimbatore,2,46849.0,Petrol,Automatic,First,18,1197,83.14,2.0706530356467567,Standard,0,0.0,0.06945697577276524
Hyundai,i20 Magna 1.4 CRDi,Ahmedabad,5,64000.0,Diesel,Manual,First,21,1396,90.0,1.6582280766035324,Standard,0,0.0,0.06446991404011461
Mercedes-benz,E-Class 2009-2013 E250 CDI Blue Efficiency,Pune,9,130923.0,Diesel,Automatic,First,14,2143,203.0,2.6026896854443837,Standard,0,0.0,0.09472701819878675
Hyundai,Grand i10 Sportz,Chennai,4,15000.0,Petrol,Manual,First,18,1197,82.0,1.7749523509116738,Standard,0,0.0,0.06850459482038429
Hyundai,i20 1.4 CRDi Sportz,Mumbai,5,32720.0,Diesel,Manual,First,23,1396,90.0,1.7047480922384253,Standard,0,0.0,0.06446991404011461
Renault,KWID RXT,Jaipur,3,12500.0,Petrol,Manual,First,25,799,53.3,1.3862943611198906,Standard,0,0.0,0.06670838548185232
Hyundai,Xcent 1.2 Kappa AT SX Option,Chennai,4,59800.0,Petrol,Automatic,First,16,1197,82.0,1.916922612182061,Standard,0,0.0,0.06850459482038429
Volkswagen,Vento Petrol Highline,Pune,8,54211.0,Petrol,Manual,First,15,1598,103.6,1.4655675420143985,Standard,0,0.0,0.06483103879849812
Chevrolet,Cruze LTZ AT,Kochi,4,62242.0,Diesel,Automatic,First,14,1998,163.7,2.030776369698555,Standard,0,0.0,0.08193193193193192
Nissan,Terrano XL 110 PS,Mumbai,4,54000.0,Diesel,Manual,Second,19,1461,108.5,1.9095425048844386,Standard,0,0.0,0.07426420260095824
Hyundai,Verna 1.6 SX,Hyderabad,7,65000.0,Diesel,Manual,First,22,1582,126.32,1.9740810260220096,Standard,0,0.0,0.07984829329962073
Maruti,Celerio VXI AMT,Chennai,4,55000.0,Petrol,Automatic,First,23,998,67.04,1.5040773967762742,Standard,1,6.0,0.06717434869739479
Maruti,Wagon R LXI,Pune,9,71000.0,Petrol,Manual,First,18,998,67.1,1.0986122886681098,Standard,0,0.0,0.06723446893787574
Hyundai,i20 Magna Optional 1.4 CRDi,Chennai,7,70000.0,Diesel,Manual,First,21,1396,88.8,1.6094379124341003,Standard,0,0.0,0.06361031518624642
Audi,A4 1.8 TFSI,Mumbai,8,53000.0,Petrol,Automatic,First,12,1781,163.2,2.3513752571634776,Standard,0,0.0,0.09163391353172375
Bmw,X1 sDrive20d,Mumbai,6,43000.0,Diesel,Automatic,First,17,1995,184.0,2.917770732084279,Standard,0,0.0,0.09223057644110276
Skoda,Rapid 1.6 MPI AT Elegance Plus,Mumbai,4,54000.0,Petrol,Automatic,First,14,1598,103.52,1.9615022438151495,Standard,0,0.0,0.06478097622027534
Hyundai,i10 Magna,Ahmedabad,5,51000.0,Petrol,Manual,First,20,1197,78.9,1.55814461804655,Standard,0,0.0,0.06591478696741855
Other,Pajero 2.8 GLX CRZ,Hyderabad,12,78000.0,Diesel,Manual,Second,10,2835,107.2,1.9740810260220096,Large,0,0.0,0.03781305114638448
Honda,City i DTEC SV,Mumbai,5,25000.0,Diesel,Manual,First,26,1498,98.6,1.9671123567059163,Standard,0,0.0,0.06582109479305741
Maruti,Alto K10 2010-2014 VXI,Pune,7,12600.0,Petrol,Manual,First,20,998,67.1,1.2237754316221157,Standard,0,0.0,0.06723446893787574
Maruti,Swift Ldi BSIII,Pune,10,80000.0,Diesel,Manual,Third,17,1248,75.0,1.1474024528375417,Standard,0,0.0,0.06009615384615385
Hyundai,Grand i10 Magna,Kolkata,3,21000.0,Petrol,Manual,First,18,1197,82.0,1.55814461804655,Standard,0,0.0,0.06850459482038429
Ford,Figo Petrol ZXI,Mumbai,8,32000.0,Petrol,Manual,Second,15,1196,70.0,1.1474024528375417,Standard,0,0.0,0.05852842809364549
Hyundai,Grand i10 SportZ Edition,Bangalore,4,50000.0,Petrol,Manual,First,18,1197,81.86,1.749199854809259,Standard,0,0.0,0.0683876357560568
Maruti,SX4 Vxi BSIV,Mumbai,9,47500.0,Petrol,Manual,First,15,1586,103.3,1.2383742310432684,Standard,0,0.0,0.06513240857503153
Honda,City i-VTEC VX,Mumbai,2,7500.0,Petrol,Manual,First,17,1497,117.3,2.4973291697865574,Standard,1,13.76,0.0783567134268537
Renault,Duster 110PS Diesel RxZ AMT,Jaipur,3,68163.0,Diesel,Automatic,First,19,1461,108.45,2.2925347571405443,Standard,1,14.11,0.0742299794661191
Honda,Amaze S i-Dtech,Ahmedabad,5,61000.0,Diesel,Manual,First,25,1498,98.6,1.6770965609079151,Standard,0,0.0,0.06582109479305741
Toyota,Innova 2.5 Z Diesel 7 Seater,Jaipur,4,100000.0,Diesel,Manual,Second,12,2494,100.6,2.5649493574615367,Large,0,0.0,0.04033680834001604
Bmw,3 Series 320d Highline,Mumbai,10,61500.0,Diesel,Automatic,Second,16,1995,181.0,2.2512917986064953,Standard,0,0.0,0.09072681704260652
Hyundai,i10 Magna 1.1 iTech SE,Kochi,2,42883.0,Petrol,Manual,First,19,1086,68.05,1.6620303625532709,Standard,0,0.0,0.06266114180478821
Renault,Duster 85PS Diesel RxL Optional with Nav,Jaipur,7,97000.0,Diesel,Manual,Second,20,1461,83.8,1.6582280766035324,Standard,0,0.0,0.05735797399041752
Other,Outlander 2.4,Bangalore,9,39525.0,Petrol,Automatic,First,11,2360,170.0,2.327277705584417,Standard,0,0.0,0.07203389830508475
Maruti,Vitara Brezza LDi,Kochi,2,35384.0,Diesel,Manual,First,24,1248,88.5,2.262804222982201,Standard,1,9.12,0.07091346153846154
Mercedes-benz,R-Class R350 CDI 4MATIC,Hyderabad,9,46000.0,Diesel,Automatic,First,11,2987,261.0,3.367295829986474,Large,0,0.0,0.08737864077669903
Ford,EcoSport 1.5 Diesel Titanium,Coimbatore,1,32189.0,Diesel,Manual,First,23,1498,98.96,2.327277705584417,Standard,1,11.2,0.06606141522029373
Hyundai,Verna 1.6 CRDI AT SX Option,Chennai,3,27000.0,Diesel,Automatic,First,19,1582,126.2,2.2617630984737906,Standard,0,0.0,0.0797724399494311
Volkswagen,Polo 1.2 MPI Highline,Coimbatore,1,22734.0,Petrol,Manual,First,16,1198,74.0,2.143589361503588,Standard,0,0.0,0.06176961602671119
Renault,Duster 110PS Diesel RxL,Mumbai,5,58002.0,Diesel,Manual,First,19,1461,108.45,1.9095425048844386,Standard,0,0.0,0.0742299794661191
Honda,Brio S Option AT,Chennai,7,31500.0,Petrol,Automatic,First,16,1198,86.8,1.6389967146756448,Standard,0,0.0,0.07245409015025041
Ford,Figo 2015-2019 1.2P Titanium MT,Coimbatore,2,30933.0,Petrol,Manual,First,18,1196,86.8,1.922787731634459,Standard,0,0.0,0.0725752508361204
Audi,A6 2.0 TDI Design Edition,Kolkata,7,27090.0,Diesel,Automatic,First,18,1968,187.74,2.8622008809294686,Standard,0,0.0,0.09539634146341464
Bmw,X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Mumbai,4,29500.0,Diesel,Automatic,First,15,2993,258.0,3.784189633918261,Large,0,0.0,0.08620113598396258
Hyundai,i10 Sportz Option,Pune,6,45000.0,Petrol,Manual,First,20,1197,78.9,1.5151272329628591,Standard,0,0.0,0.06591478696741855
Hyundai,i20 1.2 Asta Option,Hyderabad,1,11691.0,Petrol,Manual,First,18,1197,81.83,2.2925347571405443,Standard,0,0.0,0.06836257309941521
Skoda,Octavia L and K 1.9 TDI MT,Hyderabad,13,121000.0,Diesel,Manual,Second,16,1896,90.0,1.252762968495368,Standard,0,0.0,0.04746835443037975
