Brand,Model,Location,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Mercedes-Benz,Other,Bangalore,5,8000.0,Diesel,Automatic,Second,20.0,2143,107.3,5,3.0325462466767075
Mahindra,XUV500,Coimbatore,1,82739.0,Diesel,Automatic,First,16.0,2179,140.0,7,2.87751164216656
Mahindra,Bolero,Bangalore,13,170000.0,Diesel,Manual,Third,13.6,2523,63.0,7,1.252762968495368
Renault,Other,Mumbai,6,7000.0,Petrol,Automatic,First,17.97,1498,99.6,5,1.536867219599265
Other_Luxury,Rover,Ahmedabad,7,60000.0,Diesel,Automatic,Second,12.35,2179,187.74,5,3.1986731175506815
Maruti,Alto,Pune,2,38000.0,Petrol,Manual,First,22.74,796,47.3,5,1.4134230285081433
Toyota,Etios,Kochi,6,56344.0,Petrol,Manual,First,17.6,1496,88.73,5,1.7173950539391927
Hyundai,i20,Mumbai,5,17858.0,Petrol,Manual,First,17.0,1197,80.0,5,1.843719208158766
Hyundai,i10,Hyderabad,7,53000.0,Petrol,Manual,First,20.36,1197,78.9,5,1.4350845252893227
Maruti,Swift,Kochi,3,67906.0,Diesel,Manual,First,25.2,1248,74.0,5,1.891604804197771
Hyundai,EON,Hyderabad,4,19000.0,Petrol,Manual,First,21.1,814,55.2,5,1.3862943611198906
BMW,3,Mumbai,9,67000.0,Diesel,Automatic,Second,22.69,1995,190.0,5,2.327277705584417
Tata,Indigo,Delhi,8,80000.0,Diesel,Manual,First,23.57,1396,70.0,5,0.7884573603642702
Maruti,Alto,Delhi,4,61000.0,Petrol,Manual,First,22.74,796,47.3,5,1.1474024528375417
Volkswagen,Polo,Pune,9,39000.0,Diesel,Manual,First,22.07,1199,73.9,5,1.3987168811184478
Toyota,Corolla,Ahmedabad,5,59000.0,Petrol,Automatic,First,14.28,1798,138.03,5,2.5257286443082556
Hyundai,Santro,Hyderabad,11,80931.0,Petrol,Manual,First,17.92,1086,62.1,5,1.1939224684724346
Maruti,Swift,Kolkata,3,34000.0,Petrol,Manual,First,20.4,1197,81.8,5,1.7833912195575383
Renault,Other,Hyderabad,6,130000.0,Diesel,Manual,First,21.64,1461,84.8,5,1.749199854809259
Maruti,Vitara,Coimbatore,1,52380.0,Diesel,Manual,First,24.3,1248,88.5,5,2.4114394979061275
Nissan,Micra,Kolkata,8,44000.0,Petrol,Manual,First,18.06,1198,75.0,5,1.2947271675944
Ford,Figo,Hyderabad,4,84000.0,Diesel,Manual,First,20.0,1399,68.05,5,1.5686159179138452
Honda,CR-V,Kochi,2,41697.0,Petrol,Automatic,First,13.1,1997,141.1,5,2.8724340572094973
Nissan,Terrano,Pune,5,163000.0,Diesel,Manual,First,19.01,1461,108.5,5,1.791759469228055
Toyota,Etios,Chennai,8,42000.0,Petrol,Manual,Second,17.71,1197,78.9,5,1.55814461804655
Hyundai,i20,Jaipur,6,129000.0,Diesel,Manual,Third,21.27,1396,88.76,5,1.631199404215613
Ford,Figo,Chennai,4,32200.0,Petrol,Manual,Second,18.16,1196,86.8,5,1.6582280766035324
Audi,A4,Bangalore,5,40000.0,Diesel,Automatic,First,17.11,1968,174.33,5,3.157000421150113
Toyota,Innova,Delhi,13,150000.0,Petrol,Manual,First,12.4,1998,132.0,8,1.7047480922384253
Chevrolet,Aveo,Jaipur,12,140000.0,Petrol,Manual,First,15.26,1150,74.9,5,0.6418538861723948
Hyundai,Other,Hyderabad,13,63181.0,Petrol,Manual,First,15.3,1341,83.0,5,1.0473189942805592
Honda,Amaze,Kolkata,6,39575.0,Diesel,Manual,First,25.8,1498,98.6,5,1.4469189829363254
Maruti,Swift,Pune,9,63600.0,Diesel,Manual,Second,17.8,1248,97.7,5,1.410986973710262
Ford,Ecosport,Coimbatore,5,70374.0,Diesel,Manual,First,22.7,1498,89.84,5,2.1210632163706555
Volkswagen,Other,Kolkata,4,26256.0,Diesel,Manual,First,20.14,1498,88.5,5,1.6582280766035324
Hyundai,Elite,Delhi,3,13460.0,Petrol,Manual,First,18.6,1197,81.86,5,2.0082140323914683
Toyota,Innova,Chennai,8,122000.0,Diesel,Manual,Second,12.8,2494,102.0,8,2.463853240590168
Mercedes-Benz,M-Class,Kolkata,4,58589.0,Diesel,Automatic,First,15.26,2143,203.2,5,3.3586377672433594
Maruti,Wagon,Jaipur,14,115000.0,Petrol,Manual,Second,17.3,1061,64.0,5,0.688134638736401
Ford,Endeavour,Pune,3,75000.0,Diesel,Automatic,First,12.62,2198,158.0,7,3.2188758248682006
Hyundai,Elite,Jaipur,3,30292.0,Petrol,Manual,First,18.6,1197,81.86,5,1.9600947840472698
Honda,Other,Ahmedabad,2,32248.0,Petrol,Manual,First,17.5,1199,88.7,5,2.224623551524334
Volkswagen,Polo,Bangalore,6,74000.0,Petrol,Manual,First,16.47,1198,73.9,5,1.7316555451583495
Honda,CR-V,Mumbai,5,56100.0,Petrol,Manual,First,13.7,1997,153.86,5,2.374905754573672
Hyundai,Grand,Bangalore,5,61325.0,Petrol,Manual,First,18.9,1197,81.86,5,1.6863989535702286
Maruti,Swift,Kolkata,5,33000.0,Petrol,Manual,First,19.1,1197,85.8,5,1.6074359097634274
BMW,5,Coimbatore,3,18090.0,Diesel,Automatic,First,16.2,2993,258.0,5,3.844386356712335
Ford,Ecosport,Kochi,5,71390.0,Diesel,Manual,First,22.7,1498,89.84,5,1.8357763546448291
Honda,City,Ahmedabad,3,67000.0,Diesel,Manual,First,26.0,1498,98.6,5,2.1102132003465894
Tata,Indigo,Chennai,11,99000.0,Diesel,Manual,Second,17.0,1405,70.0,5,0.9555114450274365
Renault,Duster,Pune,5,142000.0,Diesel,Manual,Second,19.01,1461,108.45,5,1.9459101490553132
Hyundai,i10,Chennai,9,26966.0,Petrol,Manual,First,20.36,1197,78.9,5,1.3862943611198906
Honda,Jazz,Mumbai,4,27628.0,Petrol,Manual,First,18.7,1199,88.7,5,1.7833912195575383
Maruti,SX4,Hyderabad,3,82497.0,Diesel,Manual,First,23.65,1248,88.5,5,2.301584592660462
Honda,Accord,Mumbai,12,86000.0,Petrol,Manual,Third,11.9,2354,144.0,5,1.0473189942805592
Volkswagen,Polo,Coimbatore,3,26981.0,Petrol,Manual,First,16.47,1198,73.9,5,1.9685099809725544
Maruti,Ritz,Hyderabad,9,110471.0,Diesel,Manual,First,21.1,1248,73.9,5,1.5040773967762742
Honda,Amaze,Jaipur,5,69000.0,Petrol,Manual,First,19.5,1199,88.76,5,1.7047480922384253
Hyundai,i20,Hyderabad,2,12000.0,Petrol,Manual,First,18.6,1197,81.83,5,2.169053700369523
Renault,Duster,Hyderabad,5,77500.0,Diesel,Manual,First,20.45,1461,83.8,5,2.028148247292285
Hyundai,Grand,Kochi,5,48031.0,Petrol,Manual,First,18.9,1197,82.0,5,1.7884205679625405
BMW,3,Chennai,11,170000.0,Diesel,Automatic,Third,16.07,1995,181.0,5,2.374905754573672
Ford,Ecosport,Mumbai,5,69565.0,Diesel,Manual,First,22.7,1498,89.84,5,1.8794650496471605
Volkswagen,Vento,Hyderabad,3,45492.0,Diesel,Automatic,First,21.5,1498,108.5,5,2.424802725718295
Honda,Accord,Chennai,8,85000.0,Petrol,Automatic,Second,11.7,2354,177.6,5,2.1400661634962708
Chevrolet,Aveo,Hyderabad,11,55902.0,Petrol,Manual,First,14.49,1399,92.7,5,1.0296194171811583
Volkswagen,Polo,Hyderabad,2,18500.0,Petrol,Manual,First,16.2,1199,74.0,5,1.9810014688665833
Mahindra,Xylo,Hyderabad,4,129750.0,Diesel,Manual,Second,14.95,2489,93.7,7,2.0541237336955462
Hyundai,i10,Hyderabad,10,50902.0,Petrol,Automatic,First,19.2,1197,80.0,5,1.3862943611198906
Mahindra,XUV500,Coimbatore,4,84725.0,Diesel,Manual,First,15.1,2179,140.0,7,2.533696813957432
Hyundai,Elantra,Mumbai,6,40000.0,Diesel,Manual,Second,22.7,1582,126.24,5,2.0731719286662407
Volkswagen,Other,Mumbai,9,60000.0,Petrol,Manual,Third,14.3,1798,160.0,5,1.5040773967762742
Hyundai,Grand,Coimbatore,5,33496.0,Petrol,Manual,First,18.9,1197,81.86,5,1.8718021769015913
Hyundai,i20,Mumbai,4,25000.0,Petrol,Manual,First,18.6,1197,81.83,5,1.8946168546677629
Chevrolet,Other,Ahmedabad,6,71000.0,Diesel,Manual,First,18.2,1248,73.8,8,1.4469189829363254
Skoda,Rapid,Coimbatore,4,20826.0,Petrol,Automatic,First,14.3,1598,103.6,5,2.1656192379208883
Hyundai,Creta,Pune,3,42244.0,Diesel,Manual,First,19.67,1582,126.2,5,2.5649493574615367
Chevrolet,Beat,Jaipur,6,98598.0,Diesel,Manual,First,25.44,936,57.6,5,0.9360933591703348
Toyota,Fortuner,Delhi,8,62100.0,Diesel,Manual,First,11.5,2982,171.0,7,2.463853240590168
Hyundai,i20,Coimbatore,3,44238.0,Petrol,Manual,First,18.6,1197,81.83,5,2.0438143640366846
Audi,Q7,Coimbatore,7,91743.0,Diesel,Automatic,First,12.07,2967,241.4,7,3.386083743852107
Other_Luxury,Other,Bangalore,6,19828.0,Diesel,Automatic,Second,17.85,2967,300.0,4,4.330733340286331
Honda,City,Hyderabad,3,36891.0,Petrol,Manual,First,17.8,1497,117.3,5,2.4414770918606643
Mahindra,Other,Hyderabad,7,90049.0,Diesel,Manual,First,17.21,1493,100.0,7,1.5686159179138452
Audi,A4,Ahmedabad,7,74002.0,Diesel,Automatic,First,16.55,1968,140.0,5,2.970414465569701
Hyundai,Other,Kolkata,6,41000.0,Petrol,Automatic,First,12.37,2359,198.25,5,1.9459101490553132
Hyundai,Verna,Hyderabad,7,83678.0,Diesel,Manual,First,22.32,1582,126.32,5,1.8718021769015913
Maruti,Wagon,Pune,9,91000.0,Petrol,Manual,First,18.9,998,67.1,5,1.1939224684724346
Maruti,Ertiga,Jaipur,3,50000.0,Diesel,Manual,First,24.52,1248,88.5,7,2.272125885509337
Hyundai,Xcent,Delhi,4,58000.0,Diesel,Manual,First,24.4,1120,71.01,5,1.7833912195575383
Maruti,Swift,Jaipur,7,80000.0,Diesel,Manual,First,22.9,1248,74.0,5,1.6582280766035324
Mahindra,XUV500,Kochi,2,41290.0,Diesel,Manual,Second,16.0,2179,140.0,7,2.479894107964456
BMW,5,Delhi,6,65000.0,Diesel,Automatic,First,22.48,1995,190.0,5,3.102791345847399
Toyota,Corolla,Bangalore,3,16471.0,Petrol,Manual,Second,14.28,1798,138.03,5,2.5257286443082556
Hyundai,i20,Pune,4,54339.0,Diesel,Manual,Second,22.54,1396,88.73,5,1.9459101490553132
Mahindra,KUV,Hyderabad,3,24025.0,Petrol,Manual,First,18.15,1198,82.0,6,1.62924053973028
Maruti,Alto,Kolkata,6,24027.0,Petrol,Manual,First,24.7,796,47.3,5,1.1019400787607843
Other,Other,Hyderabad,9,59270.0,Petrol,Manual,First,15.7,1172,67.0,5,1.2809338454620645
Maruti,Wagon,Kolkata,7,40000.0,Petrol,Manual,First,18.9,998,67.1,5,1.208960345836975
Other,Pajero,Bangalore,7,155566.0,Diesel,Manual,Second,9.5,2835,118.6,6,2.3174737054877963
Honda,Brio,Chennai,6,42320.0,Petrol,Manual,First,19.4,1198,86.8,5,1.3609765531356006
Hyundai,i20,Coimbatore,2,24153.0,Diesel,Manual,Second,22.54,1396,88.73,5,2.3204250111223765
Hyundai,Creta,Mumbai,3,27000.0,Petrol,Automatic,First,13.0,1591,121.3,5,2.5217206229107165
Honda,Amaze,Kochi,2,61795.0,Petrol,Manual,First,17.8,1198,86.7,5,1.8764069432883397
Mahindra,KUV,Chennai,3,13500.0,Petrol,Manual,First,18.15,1198,82.0,6,1.55814461804655
Honda,City,Pune,1,4500.0,Petrol,Automatic,First,18.0,1497,117.3,5,2.6026896854443837
Mahindra,XUV500,Mumbai,2,23000.0,Diesel,Automatic,First,16.0,2179,140.0,7,2.803360380906535
Hyundai,Santro,Pune,8,65400.0,Petrol,Manual,First,18.2,1086,97.7,5,1.1314021114911006
Mercedes-Benz,New,Mumbai,6,80578.0,Diesel,Automatic,Second,14.84,2143,170.0,5,2.740840023925201
Renault,Duster,Coimbatore,2,42646.0,Diesel,Automatic,First,19.6,1461,108.45,5,2.599722324216582
Volkswagen,Polo,Bangalore,5,30000.0,Petrol,Manual,Second,16.47,1198,74.0,5,1.8325814637483102
BMW,5,Delhi,7,90000.0,Diesel,Automatic,First,18.48,1493,97.7,5,2.740840023925201
Mercedes-Benz,S,Bangalore,10,98000.0,Diesel,Automatic,Second,13.5,2987,282.0,5,3.258096538021482
Hyundai,Santro,Kochi,7,66400.0,Petrol,Manual,First,18.2,1493,97.7,5,1.297463147413275
Other_Luxury,Other,Hyderabad,7,50000.0,Diesel,Automatic,First,12.9,2993,271.23,4,3.828641396489095
Maruti,Swift,Jaipur,4,63310.0,Diesel,Manual,First,28.4,1248,74.0,5,1.8082887711792655
Honda,Amaze,Delhi,5,66000.0,Diesel,Manual,First,25.8,1498,98.6,5,1.5040773967762742
BMW,3,Ahmedabad,8,74000.0,Diesel,Automatic,Second,16.07,1995,181.0,5,2.6026896854443837
Hyundai,Verna,Hyderabad,7,93000.0,Diesel,Manual,First,23.5,1396,88.7,5,1.8794650496471605
Toyota,Fortuner,Delhi,4,70000.0,Diesel,Automatic,First,11.5,2982,169.0,7,3.019448800171307
Maruti,Swift,Ahmedabad,7,48772.0,Petrol,Manual,First,18.6,1197,85.8,5,1.5912739418064292
Chevrolet,Beat,Chennai,9,66000.0,Petrol,Manual,First,18.6,1199,79.4,5,1.1600209167967532
Hyundai,Grand,Coimbatore,2,27417.0,Petrol,Automatic,First,18.9,1197,82.0,5,2.065596134857783
Ford,Figo,Coimbatore,8,51593.0,Petrol,Manual,Second,15.6,1196,70.0,5,1.4973884086254774
Nissan,Other,Mumbai,11,86340.0,Petrol,Automatic,Second,9.1,2349,97.7,5,1.4469189829363254
Maruti,Swift,Pune,9,75000.0,Petrol,Manual,First,16.1,1298,88.2,5,1.3480731482996928
Audi,A4,Coimbatore,3,39237.0,Diesel,Automatic,First,17.11,1968,174.33,5,3.2824138456721883
Honda,City,Kochi,1,11966.0,Petrol,Manual,First,16.8,1497,116.3,5,2.423031246069913
Honda,Jazz,Hyderabad,4,37000.0,Petrol,Manual,First,18.2,1199,88.7,5,1.9878743481543455
Volkswagen,Polo,Chennai,5,70920.0,Diesel,Manual,First,20.14,1498,88.8,5,1.749199854809259
Nissan,Terrano,Hyderabad,6,65280.0,Diesel,Manual,First,19.87,1461,83.14,5,1.916922612182061
Other_Luxury,Rover,Hyderabad,3,62000.0,Diesel,Automatic,First,12.51,2179,187.7,7,3.817712325956905
Hyundai,i20,Kochi,5,44525.0,Petrol,Manual,First,18.5,1197,82.9,5,1.7316555451583495
Honda,City,Jaipur,10,86863.0,Petrol,Manual,First,17.0,1497,118.0,5,1.5260563034950494
Mahindra,XUV500,Hyderabad,4,102626.0,Diesel,Manual,First,16.0,2179,140.0,7,2.583997552432231
Other,Compass,Jaipur,2,45000.0,Diesel,Manual,First,16.3,1956,170.0,5,3.044522437723423
Mahindra,XUV500,Jaipur,2,22000.0,Diesel,Manual,First,16.0,2179,140.0,7,2.833213344056216
Mahindra,Scorpio,Coimbatore,8,108905.0,Diesel,Automatic,Second,11.79,2179,120.0,8,1.9754689512968577
Other,Other,Kolkata,3,12800.0,Petrol,Manual,First,19.44,1198,67.0,7,1.4469189829363254
Mahindra,Scorpio,Kolkata,3,32000.0,Diesel,Manual,First,15.4,2179,120.0,7,2.374905754573672
Honda,Amaze,Mumbai,5,39000.0,Petrol,Automatic,First,15.5,1198,86.7,5,1.6956156086751528
Honda,City,Pune,2,42000.0,Diesel,Manual,First,25.6,1498,98.6,5,2.5649493574615367
Tata,Indigo,Chennai,11,73000.0,Petrol,Manual,First,14.4,1396,65.0,5,0.5877866649021191
Hyundai,Grand,Chennai,1,48000.0,Diesel,Manual,First,24.0,1186,73.97,5,1.9387416595767009
Hyundai,Verna,Kolkata,5,19000.0,Petrol,Manual,First,17.43,1396,105.5,5,1.8325814637483102
Toyota,Innova,Coimbatore,0,33598.0,Diesel,Manual,First,13.68,2393,147.8,7,3.144152278672264
BMW,X1,Jaipur,7,63000.0,Diesel,Automatic,First,17.05,1995,184.0,5,2.6741486494265287
Volkswagen,Jetta,Chennai,4,48000.0,Diesel,Automatic,First,16.96,1968,138.03,5,2.6741486494265287
Ford,Figo,Delhi,5,66000.0,Diesel,Manual,First,20.0,1399,68.05,5,1.4973884086254774
Mahindra,Ssangyong,Ahmedabad,6,80000.0,Diesel,Automatic,Second,11.18,2696,184.0,7,2.3513752571634776
Volkswagen,Vento,Chennai,8,37000.0,Petrol,Manual,First,15.04,1598,103.6,5,1.7578579175523736
Skoda,Rapid,Kochi,3,35058.0,Petrol,Manual,First,15.0,1598,103.52,5,2.020222182019865
Volkswagen,Polo,Delhi,7,52000.0,Petrol,Manual,First,16.47,1198,73.9,5,1.410986973710262
Maruti,S,Hyderabad,4,61313.0,Diesel,Manual,First,23.65,1248,88.5,5,2.196112848483529
Toyota,Corolla,Kolkata,10,45000.0,Petrol,Manual,Second,14.53,1798,138.1,5,1.4586150226995167
Maruti,Ertiga,Bangalore,4,74000.0,Diesel,Manual,First,20.77,1248,88.8,7,2.277267285009756
Hyundai,i10,Hyderabad,6,89000.0,Petrol,Automatic,First,19.2,1197,80.0,5,1.6467336971777973
Mercedes-Benz,CLA,Kochi,0,13414.0,Diesel,Automatic,First,17.9,2143,136.0,5,3.4585224482814247
Honda,City,Jaipur,13,95000.0,Petrol,Manual,Second,16.9,1497,100.0,5,1.1346227261911428
Mahindra,KUV,Jaipur,1,15900.0,Petrol,Manual,First,18.15,1198,82.0,6,1.9810014688665833
Toyota,Fortuner,Delhi,8,151000.0,Diesel,Manual,First,11.5,2982,171.0,7,2.517696472610991
Honda,City,Bangalore,8,65000.0,Petrol,Manual,First,17.0,1497,118.0,5,1.8245492920510458
Audi,A6,Coimbatore,2,36824.0,Diesel,Automatic,First,18.53,1968,187.74,5,3.7096619932964647
Ford,Figo,Coimbatore,6,65287.0,Diesel,Manual,First,20.0,1399,68.05,5,1.6956156086751528
Mercedes-Benz,GLA,Kolkata,5,52000.0,Diesel,Automatic,First,17.9,2143,136.0,5,3.0204248861443626
Chevrolet,Aveo,Hyderabad,12,33000.0,Petrol,Manual,First,15.26,1150,74.9,5,1.0116009116784799
Ford,Figo,Hyderabad,3,71000.0,Diesel,Manual,First,25.83,1498,99.0,5,1.8082887711792655
Hyundai,Elantra,Delhi,6,71000.0,Diesel,Automatic,First,22.7,1582,126.2,5,2.0541237336955462
Maruti,Baleno,Kolkata,3,20000.0,Petrol,Automatic,First,21.4,1197,83.1,5,1.9080599249242156
Maruti,Swift,Hyderabad,9,71000.0,Petrol,Manual,First,16.1,1197,85.0,5,1.4586150226995167
Mercedes-Benz,Other,Hyderabad,9,29000.0,Diesel,Automatic,First,9.9,3498,271.72,4,3.4965075614664802
BMW,3,Ahmedabad,3,27000.0,Diesel,Automatic,First,21.76,1995,190.0,5,3.58351893845611
Maruti,Dzire,Chennai,2,19000.0,Diesel,Automatic,First,28.4,1248,73.75,5,2.2925347571405443
Hyundai,Verna,Mumbai,8,58000.0,Petrol,Manual,Second,17.01,1591,121.3,5,1.6094379124341003
Other,Compass,Kochi,1,42203.0,Diesel,Manual,First,17.1,1956,170.0,5,3.0184717605234805
Hyundai,Other,Hyderabad,10,94000.0,Diesel,Automatic,First,11.4,1991,142.0,5,1.8325814637483102
Tata,Other,Kolkata,1,4900.0,Diesel,Manual,First,21.5,1497,108.5,5,2.3243465847755584
Hyundai,EON,Jaipur,6,70000.0,Petrol,Manual,First,21.1,814,55.2,5,1.0296194171811583
Tata,Indica,Hyderabad,14,100000.0,Diesel,Manual,Second,13.5,1405,97.7,5,0.832909122935104
BMW,5,Kochi,4,65266.0,Diesel,Automatic,First,14.69,2993,258.0,5,3.488902962081261
Maruti,Ertiga,Delhi,5,54569.0,Diesel,Manual,First,20.77,1248,88.76,7,1.9444805562457188
Honda,Amaze,Kochi,4,51361.0,Petrol,Manual,First,18.0,1198,86.7,5,1.7817091333745536
Ford,Fiesta,Jaipur,12,125000.0,Petrol,Manual,Third,16.6,1388,68.0,5,0.9162907318741551
Honda,Civic,Bangalore,11,66000.0,Petrol,Manual,Third,13.5,1799,130.0,5,1.4469189829363254
Maruti,Ertiga,Delhi,5,22281.0,Diesel,Manual,First,20.77,1248,88.8,7,2.0149030205422647
Hyundai,Grand,Delhi,6,63210.0,Diesel,Manual,First,24.0,1120,70.0,5,1.5496879080283263
Hyundai,Xcent,Pune,1,31000.0,Petrol,Manual,First,20.14,1197,81.86,5,1.791759469228055
Hyundai,i10,Ahmedabad,11,60000.0,Petrol,Manual,First,19.81,1086,68.05,5,1.095273387402595
Honda,Amaze,Mumbai,2,32006.0,Petrol,Manual,First,18.0,1198,86.7,5,1.6582280766035324
Audi,A6,Ahmedabad,10,78000.0,Diesel,Automatic,First,12.4,2698,179.5,5,2.1972245773362196
Hyundai,i10,Mumbai,8,9489.0,Petrol,Manual,First,20.36,1197,78.9,5,1.3737155789130306
Renault,KWID,Pune,1,5000.0,Petrol,Manual,First,25.17,799,53.3,5,1.5040773967762742
Audi,A4,Jaipur,7,60000.0,Diesel,Automatic,Second,15.2,1968,140.8,5,2.833213344056216
Maruti,Alto,Jaipur,4,50000.0,Petrol,Manual,First,22.74,796,47.3,5,1.3217558399823195
Honda,City,Delhi,4,53000.0,Petrol,Manual,First,17.8,1497,117.3,5,2.0731719286662407
Mercedes-Benz,New,Delhi,8,64000.0,Petrol,Automatic,Second,11.74,1796,186.0,5,2.6026896854443837
Audi,Q5,Coimbatore,2,43827.0,Diesel,Automatic,First,13.22,2967,241.4,5,3.6331024386449378
Volkswagen,Polo,Pune,8,36431.0,Petrol,Manual,First,16.2,1199,74.0,5,1.308332819650179
Hyundai,Creta,Mumbai,2,35000.0,Diesel,Manual,First,21.38,1396,88.7,5,2.388762789235098
Honda,City,Kochi,8,94832.0,Petrol,Manual,First,17.0,1497,118.0,5,1.5748464676644813
Honda,City,Coimbatore,7,88381.0,Petrol,Manual,First,17.0,1497,118.0,5,1.8325814637483102
Maruti,S,Kolkata,3,45194.0,Diesel,Manual,First,22.7,1598,118.0,5,2.169053700369523
Maruti,SX4,Mumbai,9,66000.0,Petrol,Manual,Second,16.51,1586,103.2,5,1.2412685890696329
Maruti,Swift,Kolkata,5,38578.0,Diesel,Manual,First,23.4,1248,74.0,5,1.601405740736836
Maruti,Ertiga,Chennai,4,40000.0,Diesel,Manual,First,20.77,1248,88.8,7,2.224623551524334
Hyundai,i20,Coimbatore,1,20632.0,Petrol,Manual,First,18.6,1197,81.83,5,2.149433913499871
Hyundai,Grand,Hyderabad,5,73042.0,Diesel,Manual,First,24.0,1120,70.0,5,1.6074359097634274
Honda,City,Delhi,5,54257.0,Petrol,Manual,First,17.4,1497,117.3,5,1.9810014688665833
Skoda,Rapid,Hyderabad,6,93000.0,Diesel,Manual,First,20.5,1598,103.5,5,1.791759469228055
Mercedes-Benz,E-Class,Hyderabad,14,102000.0,Diesel,Automatic,Second,11.0,2987,198.5,5,1.7316555451583495
Hyundai,Santa,Coimbatore,3,28881.0,Diesel,Automatic,First,13.01,2199,194.3,7,3.107720775502038
Maruti,Alto,Hyderabad,12,52195.0,Petrol,Manual,First,19.7,796,46.3,5,1.0116009116784799
Other,Other,Coimbatore,1,20422.0,Diesel,Manual,First,12.4,2499,134.0,5,2.8384934971274993
Hyundai,Verna,Kolkata,7,38000.0,Diesel,Manual,First,24.8,1396,88.7,5,1.62924053973028
Ford,Figo,Coimbatore,4,92885.0,Diesel,Manual,First,20.0,1399,68.0,5,1.5173226235262947
Honda,City,Pune,9,43000.0,Petrol,Manual,Second,17.0,1497,118.0,5,1.6505798557652755
Maruti,Swift,Coimbatore,3,70478.0,Diesel,Manual,First,17.8,1248,97.7,5,2.061786606441115
Hyundai,Verna,Delhi,4,57000.0,Diesel,Manual,First,23.9,1582,126.2,5,2.028148247292285
Hyundai,Creta,Coimbatore,1,32434.0,Petrol,Automatic,First,13.0,1591,121.3,5,2.731115474033206
Ford,Ecosport,Hyderabad,2,32000.0,Diesel,Manual,First,22.7,1498,89.84,5,2.3513752571634776
BMW,Other,Delhi,8,59000.0,Diesel,Automatic,First,11.2,2993,241.0,4,3.131136910560194
BMW,5,Coimbatore,3,76467.0,Diesel,Automatic,First,18.12,1995,190.0,5,3.4483989831464497
Ford,Figo,Hyderabad,3,100000.0,Diesel,Manual,First,25.83,1498,99.0,5,1.8082887711792655
Hyundai,Verna,Pune,6,37086.0,Petrol,Automatic,First,17.0,1591,121.3,5,1.8625285401162623
Ford,Ikon,Jaipur,9,135000.0,Diesel,Manual,First,13.8,1399,68.0,5,0.9555114450274365
Audi,A6,Kochi,5,54862.0,Diesel,Automatic,First,17.68,1968,174.33,5,2.871868286331605
Honda,CR-V,Hyderabad,9,67758.0,Petrol,Manual,First,10.8,2354,97.7,5,2.3513752571634776
Hyundai,i20,Pune,7,56200.0,Petrol,Automatic,First,15.0,1396,98.6,5,1.578978704949392
Toyota,Fortuner,Kochi,8,169006.0,Diesel,Manual,First,14.24,2755,174.5,7,2.454447442303292
Renault,KWID,Bangalore,3,20229.0,Petrol,Manual,First,25.17,799,53.3,5,1.5040773967762742
Chevrolet,Spark,Chennai,11,62000.0,Petrol,Manual,Third,18.0,995,62.0,5,0.7419373447293773
Hyundai,Verna,Hyderabad,8,51500.0,Petrol,Manual,Second,16.2,1599,103.2,5,1.2809338454620645
BMW,3,Hyderabad,7,69000.0,Diesel,Automatic,First,18.88,1995,184.0,5,2.970414465569701
Maruti,Swift,Hyderabad,4,62476.0,Diesel,Manual,First,26.59,1248,74.0,5,2.191653532286764
Hyundai,Xcent,Jaipur,2,60500.0,Diesel,Manual,First,25.4,1186,73.97,5,1.8702625307159986
Honda,Jazz,Mumbai,2,17978.0,Petrol,Automatic,First,19.0,1199,88.7,5,2.0731719286662407
Tata,Indigo,Jaipur,11,170000.0,Diesel,Manual,First,17.0,1405,70.0,5,0.6931471805599453
Ford,Fiesta,Chennai,6,123000.0,Diesel,Manual,Second,17.8,1399,67.0,5,1.6956156086751528
Maruti,Other,Kolkata,3,45296.0,Diesel,Manual,First,25.1,1248,88.5,5,2.0781907597781832
Maruti,SX4,Coimbatore,11,77325.0,Petrol,Manual,First,15.6,1586,104.68,5,1.5062971535145868
Maruti,Baleno,Kochi,1,25858.0,Petrol,Automatic,First,21.4,1197,83.1,5,2.1447610078004784
Maruti,Ritz,Bangalore,3,120000.0,Diesel,Manual,First,23.2,1248,73.94,5,1.536867219599265
Hyundai,Elantra,Ahmedabad,3,22000.0,Diesel,Automatic,First,19.5,1582,126.24,5,2.833213344056216
Chevrolet,Spark,Kolkata,7,11000.0,Petrol,Manual,First,16.2,995,62.1,5,0.8754687373538999
Hyundai,i20,Mumbai,2,3900.0,Petrol,Manual,First,18.6,1197,81.83,5,2.0082140323914683
Hyundai,Xcent,Hyderabad,3,106092.0,Diesel,Manual,First,24.4,1120,71.0,5,1.6863989535702286
Honda,Jazz,Delhi,4,27000.0,Petrol,Automatic,First,19.0,1199,88.7,5,1.9387416595767009
Honda,Brio,Ahmedabad,6,11000.0,Petrol,Manual,First,19.4,1198,86.8,5,1.589235205116581
Mercedes-Benz,E-Class,Coimbatore,3,39753.0,Diesel,Automatic,First,13.0,2143,201.1,5,3.591266625246936
Tata,Other,Pune,2,39800.0,Diesel,Manual,First,17.6,2179,153.86,7,2.7245795030534206
Hyundai,Xcent,Pune,2,73000.0,Diesel,Manual,First,24.4,1120,71.0,5,1.7047480922384253
