,Brand,Location,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
3083,Audi,Mumbai,2,31000.0,Diesel,Automatic,First,18,1968,147.51,5,44.75 Lakh,27.0
3084,Skoda,Mumbai,5,35000.0,Petrol,Manual,First,15,1598,103.52,5,,4.5
3085,Audi,Kolkata,6,60001.0,Diesel,Automatic,First,17,1968,174.33,5,,14.5
3086,Maruti,Jaipur,5,75074.0,Diesel,Manual,First,23,1248,74.0,5,,5.25
3087,Tata,Kolkata,7,80000.0,Diesel,Manual,Second,22,1248,74.0,5,,1.2
3088,Toyota,Jaipur,13,147350.0,Diesel,Manual,Second,12,2494,100.6,8,,4.95
3089,Renault,Hyderabad,6,60000.0,Diesel,Manual,First,19,1461,108.45,5,,7.5
3090,Mercedes-Benz,Kolkata,4,7501.0,Petrol,Automatic,First,10,2996,333.0,4,87.57 Lakh,48.0
3091,Honda,Delhi,4,58000.0,Diesel,Manual,First,25,1498,98.6,5,,4.45
3092,Mercedes-Benz,Coimbatore,1,29277.0,Diesel,Automatic,First,11,2987,254.79,5,95.13 Lakh,59.65
3093,Maruti,Kochi,4,57034.0,Diesel,Manual,First,23,1248,73.94,5,,4.38
3094,Maruti,Kochi,3,40810.0,Diesel,Manual,First,28,1248,88.5,5,,7.9
3095,Maruti,Coimbatore,1,34630.0,Petrol,Automatic,First,21,1197,83.1,5,8.57 Lakh,7.29
3096,Ford,Hyderabad,7,45122.0,Diesel,Manual,First,23,1498,88.7,5,,6.0
3097,Mahindra,Chennai,8,126000.0,Diesel,Manual,Third,16,2179,140.0,7,,6.7
3098,Maruti,Jaipur,10,63000.0,Petrol,Manual,First,19,796,46.3,5,,1.5
3099,Other,Kochi,3,32298.0,Diesel,Automatic,First,20,1496,113.98,4,35 Lakh,23.8
3100,Mahindra,Kochi,5,63288.0,Diesel,Manual,First,15,2179,140.0,7,,7.77
3101,Hyundai,Coimbatore,7,43337.0,Petrol,Manual,First,17,1086,62.1,5,,3.32
3102,Maruti,Kochi,4,46561.0,Diesel,Manual,First,22,1248,74.0,5,,4.94
3103,Mercedes-Benz,Delhi,6,34000.0,Diesel,Automatic,Second,20,2143,107.3,5,,11.0
3104,Renault,Hyderabad,3,48000.0,Petrol,Manual,First,25,799,53.3,5,,3.4
3105,Maruti,Kochi,6,56263.0,Diesel,Manual,First,22,1248,74.0,5,,4.17
3106,Maruti,Hyderabad,14,84060.0,Petrol,Manual,Second,17,993,60.0,5,,1.25
3107,Hyundai,Mumbai,3,9000.0,Petrol,Automatic,First,18,1197,82.0,5,,5.45
3108,Tata,Jaipur,7,79000.0,Diesel,Manual,First,21,1248,88.8,5,,2.59
3109,Mahindra,Pune,4,87900.0,Diesel,Manual,First,16,2179,140.0,7,,12.01
3110,Maruti,Delhi,9,72425.0,Petrol,Manual,Second,17,1197,85.8,5,,2.45
3111,Audi,Bangalore,4,38000.0,Diesel,Automatic,First,15,1968,174.33,5,,29.0
3112,Mercedes-Benz,Hyderabad,9,107000.0,Diesel,Automatic,First,14,2143,170.0,5,,11.99
3113,Honda,Delhi,4,51000.0,Petrol,Automatic,First,18,1497,117.3,5,,7.9
3114,Toyota,Pune,9,140000.0,Diesel,Manual,Third,12,2494,102.0,7,,6.25
3115,Chevrolet,Pune,8,48000.0,Petrol,Manual,Second,18,1199,79.4,5,,1.8
3116,Honda,Mumbai,4,31000.0,Petrol,Manual,First,18,1199,88.7,5,,4.9
3117,Nissan,Jaipur,9,75055.0,Petrol,Manual,First,18,1198,75.0,5,,2.25
3118,Maruti,Coimbatore,2,51210.0,Petrol,Automatic,First,19,1373,91.1,5,,8.89
3119,Toyota,Mumbai,7,87000.0,Diesel,Automatic,First,12,2982,168.5,7,,15.0
3120,Ford,Kolkata,1,17000.0,Diesel,Manual,First,26,1498,99.0,5,7.56 Lakh,5.65
3121,Maruti,Jaipur,5,57000.0,Diesel,Manual,First,20,1248,88.8,7,,7.0
3122,Maruti,Hyderabad,3,9370.0,Petrol,Manual,First,22,796,47.3,5,,2.95
3123,Honda,Chennai,6,53226.0,Petrol,Manual,First,19,1198,86.8,5,,3.3
3124,Hyundai,Hyderabad,9,120000.0,Diesel,Manual,Second,16,1493,110.0,5,,3.5
3125,Honda,Jaipur,12,75055.0,Petrol,Manual,First,12,1493,100.0,5,,2.3
3126,Hyundai,Coimbatore,2,37247.0,Diesel,Manual,First,19,1582,126.2,5,,13.69
3127,Toyota,Delhi,6,64000.0,Diesel,Manual,First,23,1364,67.06,5,,3.1
3128,Hyundai,Mumbai,5,12000.0,Petrol,Manual,First,13,2359,198.25,5,,12.75
3129,Hyundai,Pune,2,40158.0,Diesel,Manual,First,19,1582,126.2,5,,13.75
3130,Honda,Chennai,2,11000.0,Petrol,Manual,First,18,1199,88.7,5,,6.75
3131,Volkswagen,Chennai,5,70010.0,Diesel,Manual,First,20,1598,103.6,5,,5.25
3132,Mahindra,Mumbai,4,82000.0,Diesel,Manual,First,16,2179,140.0,7,,8.75
3133,Mahindra,Kochi,2,57259.0,Diesel,Manual,First,18,1493,100.0,7,,8.87
3134,Honda,Bangalore,9,84000.0,Petrol,Automatic,Second,11,2354,142.0,5,,6.5
3135,Maruti,Pune,7,168000.0,Diesel,Manual,First,20,1248,88.76,7,,4.5
3136,Mahindra,Hyderabad,7,73670.0,Diesel,Manual,First,12,2696,162.0,7,,12.5
3137,Toyota,Delhi,5,89540.0,Diesel,Automatic,First,12,2982,168.5,7,,16.8
3138,Maruti,Hyderabad,3,85423.0,Diesel,Manual,First,20,1248,88.8,7,,8.75
3139,Hyundai,Pune,6,48823.0,Diesel,Automatic,First,19,1582,126.24,5,,8.5
3140,Hyundai,Kolkata,8,35082.0,Petrol,Manual,First,20,1197,78.9,5,,2.21
3141,Maruti,Jaipur,7,126000.0,Petrol,Manual,First,16,796,34.2,5,,1.6
3142,Honda,Delhi,3,19000.0,Petrol,Automatic,First,15,1198,86.7,5,,6.25
3143,Honda,Mumbai,12,69000.0,Petrol,Automatic,Second,12,1799,130.0,5,,2.25
3144,Mercedes-Benz,Kochi,0,29836.0,Diesel,Automatic,First,17,2143,136.0,5,43.07 Lakh,25.75
3145,Skoda,Ahmedabad,9,48002.0,Petrol,Manual,Second,13,1798,157.8,5,,6.75
3146,Maruti,Ahmedabad,4,52324.0,Diesel,Manual,First,28,1248,88.5,5,,6.25
3147,Ford,Delhi,6,65000.0,Diesel,Manual,First,22,1498,89.84,5,,5.1
3148,Mercedes-Benz,Mumbai,10,66000.0,Diesel,Automatic,Second,8,2987,224.34,5,,10.75
3149,Hyundai,Hyderabad,3,75700.0,Diesel,Manual,First,24,1120,70.0,5,,5.7
3150,Volkswagen,Bangalore,6,43000.0,Diesel,Manual,First,20,1598,105.0,5,,5.95
3151,Chevrolet,Kochi,7,42706.0,Diesel,Manual,First,25,936,56.3,5,,2.4
3152,Mahindra,Mumbai,6,35000.0,Diesel,Manual,First,17,1493,100.0,7,,3.49
3153,Hyundai,Hyderabad,8,54348.0,Petrol,Automatic,First,19,1197,80.0,5,,4.0
3154,Toyota,Delhi,6,84000.0,Diesel,Manual,First,23,1364,67.04,5,7.83 Lakh,3.85
3155,Toyota,Mumbai,9,63298.0,Petrol,Automatic,First,14,1794,138.1,5,,3.95
3156,Hyundai,Jaipur,6,75049.0,Petrol,Manual,Second,20,1197,78.9,5,,3.0
3157,Ford,Kochi,1,24237.0,Petrol,Manual,First,18,1196,86.8,5,,6.7
3158,Maruti,Coimbatore,3,22767.0,Petrol,Manual,First,18,1197,85.8,5,,6.14
3159,Hyundai,Bangalore,7,58000.0,Petrol,Automatic,Second,15,1396,98.6,5,,4.4
3160,Maruti,Pune,2,57000.0,Diesel,Manual,First,26,1248,74.0,5,,4.25
3161,BMW,Kochi,9,50161.0,Petrol,Automatic,First,8,4395,402.0,5,,25.93
3162,Maruti,Kolkata,3,45000.0,Diesel,Manual,First,22,1598,118.0,5,,7.0
3163,Toyota,Coimbatore,2,68319.0,Diesel,Automatic,First,12,2982,168.5,7,,25.12
3164,Hyundai,Kochi,2,30711.0,Petrol,Manual,First,20,998,68.05,5,,4.45
3165,Hyundai,Kolkata,8,38277.0,Diesel,Manual,First,21,1396,90.0,5,,2.4
3166,Volkswagen,Pune,7,115000.0,Diesel,Manual,Second,20,1598,103.6,5,,4.33
3167,Maruti,Coimbatore,2,46849.0,Petrol,Automatic,First,18,1197,83.14,5,,6.93
3168,Hyundai,Ahmedabad,5,64000.0,Diesel,Manual,First,21,1396,90.0,5,,4.25
3169,Mercedes-Benz,Pune,9,130923.0,Diesel,Automatic,First,14,2143,203.0,5,,12.5
3170,Hyundai,Chennai,4,15000.0,Petrol,Manual,First,18,1197,82.0,5,,4.9
3171,Hyundai,Mumbai,5,32720.0,Diesel,Manual,First,23,1396,90.0,5,,4.5
3172,Renault,Jaipur,3,12500.0,Petrol,Manual,First,25,799,53.3,5,,3.0
3173,Hyundai,Chennai,4,59800.0,Petrol,Automatic,First,16,1197,82.0,5,,5.8
3174,Volkswagen,Pune,8,54211.0,Petrol,Manual,First,15,1598,103.6,5,,3.33
3175,Chevrolet,Kochi,4,62242.0,Diesel,Automatic,First,14,1998,163.7,5,,6.62
3176,Nissan,Mumbai,4,54000.0,Diesel,Manual,Second,19,1461,108.5,5,,5.75
3177,Hyundai,Hyderabad,7,65000.0,Diesel,Manual,First,22,1582,126.32,5,,6.2
3178,Maruti,Chennai,4,55000.0,Petrol,Automatic,First,23,998,67.04,5,6 Lakh,3.5
3179,Maruti,Pune,9,71000.0,Petrol,Manual,First,18,998,67.1,5,,2.0
3180,Hyundai,Chennai,7,70000.0,Diesel,Manual,First,21,1396,88.8,5,,4.0
3181,Audi,Mumbai,8,53000.0,Petrol,Automatic,First,12,1781,163.2,5,,9.5
3182,BMW,Mumbai,6,43000.0,Diesel,Automatic,First,17,1995,184.0,5,,17.5
3183,Skoda,Mumbai,4,54000.0,Petrol,Automatic,First,14,1598,103.52,5,,6.11
3184,Hyundai,Ahmedabad,5,51000.0,Petrol,Manual,First,20,1197,78.9,5,,3.75
3185,Other,Hyderabad,12,78000.0,Diesel,Manual,Second,10,2835,107.2,6,,6.2
3186,Honda,Mumbai,5,25000.0,Diesel,Manual,First,26,1498,98.6,5,,6.15
3187,Maruti,Pune,7,12600.0,Petrol,Manual,First,20,998,67.1,5,,2.4
3188,Maruti,Pune,10,80000.0,Diesel,Manual,Third,17,1248,75.0,5,,2.15
3189,Hyundai,Kolkata,3,21000.0,Petrol,Manual,First,18,1197,82.0,5,,3.75
3190,Ford,Mumbai,8,32000.0,Petrol,Manual,Second,15,1196,70.0,5,,2.15
3191,Hyundai,Bangalore,4,50000.0,Petrol,Manual,First,18,1197,81.86,5,,4.75
3192,Maruti,Mumbai,9,47500.0,Petrol,Manual,First,15,1586,103.3,5,,2.45
3193,Honda,Mumbai,2,7500.0,Petrol,Manual,First,17,1497,117.3,5,13.76 Lakh,11.15
3194,Renault,Jaipur,3,68163.0,Diesel,Automatic,First,19,1461,108.45,5,14.11 Lakh,8.9
3195,Honda,Ahmedabad,5,61000.0,Diesel,Manual,First,25,1498,98.6,5,,4.35
3196,Toyota,Jaipur,4,100000.0,Diesel,Manual,Second,12,2494,100.6,7,,12.0
3197,BMW,Mumbai,10,61500.0,Diesel,Automatic,Second,16,1995,181.0,5,,8.5
3198,Hyundai,Kochi,2,42883.0,Petrol,Manual,First,19,1086,68.05,5,,4.27
3199,Renault,Jaipur,7,97000.0,Diesel,Manual,Second,20,1461,83.8,5,,4.25
3200,Other,Bangalore,9,39525.0,Petrol,Automatic,First,11,2360,170.0,5,,9.25
3201,Maruti,Kochi,2,35384.0,Diesel,Manual,First,24,1248,88.5,5,9.12 Lakh,8.61
3202,Mercedes-Benz,Hyderabad,9,46000.0,Diesel,Automatic,First,11,2987,261.0,7,,28.0
3203,Ford,Coimbatore,1,32189.0,Diesel,Manual,First,23,1498,98.96,5,11.2 Lakh,9.25
3204,Hyundai,Chennai,3,27000.0,Diesel,Automatic,First,19,1582,126.2,5,,8.6
3205,Volkswagen,Coimbatore,1,22734.0,Petrol,Manual,First,16,1198,74.0,5,,7.53
3206,Renault,Mumbai,5,58002.0,Diesel,Manual,First,19,1461,108.45,5,,5.75
3207,Honda,Chennai,7,31500.0,Petrol,Automatic,First,16,1198,86.8,5,,4.15
3208,Ford,Coimbatore,2,30933.0,Petrol,Manual,First,18,1196,86.8,5,,5.84
3209,Audi,Kolkata,7,27090.0,Diesel,Automatic,First,18,1968,187.74,5,,16.5
3210,BMW,Mumbai,4,29500.0,Diesel,Automatic,First,15,2993,258.0,7,,43.0
3211,Hyundai,Pune,6,45000.0,Petrol,Manual,First,20,1197,78.9,5,,3.55
3212,Hyundai,Hyderabad,1,11691.0,Petrol,Manual,First,18,1197,81.83,5,,8.9
3213,Skoda,Hyderabad,13,121000.0,Diesel,Manual,Second,16,1896,90.0,5,,2.5
3214,Hyundai,Hyderabad,9,118077.0,Diesel,Manual,First,16,1493,110.0,5,,3.85
3215,Hyundai,Chennai,7,36300.0,Petrol,Automatic,Third,17,1591,121.4,5,,7.5
3216,Hyundai,Mumbai,14,90000.0,Petrol,Manual,Second,15,1341,61.0,5,,1.8
3217,Ford,Chennai,9,78000.0,Diesel,Manual,First,20,1399,68.0,5,,2.25
3218,Audi,Mumbai,4,42000.0,Diesel,Automatic,First,17,1968,174.33,5,,24.25
3219,Volkswagen,Mumbai,4,27000.0,Petrol,Manual,First,16,1198,74.0,5,,4.35
3220,BMW,Kolkata,7,22000.0,Diesel,Automatic,First,17,1995,184.0,5,,11.5
3221,Honda,Kolkata,5,49000.0,Petrol,Manual,First,17,1497,117.3,5,,4.75
3222,Hyundai,Hyderabad,7,42600.0,Diesel,Manual,First,23,1396,90.0,5,,4.99
3223,Honda,Coimbatore,1,12794.0,Petrol,Automatic,First,19,1199,88.7,5,,9.15
3224,Honda,Hyderabad,5,88046.0,Petrol,Automatic,First,10,2354,152.0,5,,13.99
3225,Mercedes-Benz,Bangalore,5,8000.0,Diesel,Automatic,Second,20,2143,107.3,5,,19.75
3226,Mahindra,Coimbatore,1,82739.0,Diesel,Automatic,First,16,2179,140.0,7,,16.77
3227,Mahindra,Bangalore,13,170000.0,Diesel,Manual,Third,13,2523,63.0,7,,2.5
3228,Renault,Mumbai,6,7000.0,Petrol,Automatic,First,17,1498,99.6,5,,3.65
3229,Other_Luxury,Ahmedabad,7,60000.0,Diesel,Automatic,Second,12,2179,187.74,5,,23.5
3230,Maruti,Pune,2,38000.0,Petrol,Manual,First,22,796,47.3,5,,3.11
3231,Toyota,Kochi,6,56344.0,Petrol,Manual,First,17,1496,88.73,5,,4.57
3232,Hyundai,Mumbai,5,17858.0,Petrol,Manual,First,17,1197,80.0,5,,5.32
3233,Hyundai,Hyderabad,7,53000.0,Petrol,Manual,First,20,1197,78.9,5,,3.2
3234,Maruti,Kochi,3,67906.0,Diesel,Manual,First,25,1248,74.0,5,,5.63
3235,Hyundai,Hyderabad,4,19000.0,Petrol,Manual,First,21,814,55.2,5,,3.0
3236,BMW,Mumbai,9,67000.0,Diesel,Automatic,Second,22,1995,190.0,5,47.87 Lakh,9.25
3237,Tata,Delhi,8,80000.0,Diesel,Manual,First,23,1396,70.0,5,,1.2
3238,Maruti,Delhi,4,61000.0,Petrol,Manual,First,22,796,47.3,5,,2.15
3239,Volkswagen,Pune,9,39000.0,Diesel,Manual,First,22,1199,73.9,5,,3.05
3240,Toyota,Ahmedabad,5,59000.0,Petrol,Automatic,First,14,1798,138.03,5,,11.5
3241,Hyundai,Hyderabad,11,80931.0,Petrol,Manual,First,17,1086,62.1,5,,2.3
3242,Maruti,Kolkata,3,34000.0,Petrol,Manual,First,20,1197,81.8,5,,4.95
3243,Renault,Hyderabad,6,130000.0,Diesel,Manual,First,21,1461,84.8,5,,4.75
3244,Maruti,Coimbatore,1,52380.0,Diesel,Manual,First,24,1248,88.5,5,12.47 Lakh,10.15
3245,Nissan,Kolkata,8,44000.0,Petrol,Manual,First,18,1198,75.0,5,,2.65
3246,Ford,Hyderabad,4,84000.0,Diesel,Manual,First,20,1399,68.05,5,,3.8
3247,Honda,Kochi,2,41697.0,Petrol,Automatic,First,13,1997,141.1,5,,16.68
3248,Nissan,Pune,5,163000.0,Diesel,Manual,First,19,1461,108.5,5,,5.0
3249,Toyota,Chennai,8,42000.0,Petrol,Manual,Second,17,1197,78.9,5,6.51 Lakh,3.75
3250,Hyundai,Jaipur,6,129000.0,Diesel,Manual,Third,21,1396,88.76,5,,4.11
3251,Ford,Chennai,4,32200.0,Petrol,Manual,Second,18,1196,86.8,5,,4.25
3252,Audi,Bangalore,5,40000.0,Diesel,Automatic,First,17,1968,174.33,5,,22.5
3253,Toyota,Delhi,13,150000.0,Petrol,Manual,First,12,1998,132.0,8,,4.5
3254,Chevrolet,Jaipur,12,140000.0,Petrol,Manual,First,15,1150,74.9,5,,0.9
3255,Hyundai,Hyderabad,13,63181.0,Petrol,Manual,First,15,1341,83.0,5,,1.85
3256,Honda,Kolkata,6,39575.0,Diesel,Manual,First,25,1498,98.6,5,,3.25
3257,Ford,Coimbatore,5,70374.0,Diesel,Manual,First,22,1498,89.84,5,,7.34
3258,Volkswagen,Kolkata,4,26256.0,Diesel,Manual,First,20,1498,88.5,5,,4.25
3259,Hyundai,Delhi,3,13460.0,Petrol,Manual,First,18,1197,81.86,5,,6.45
3260,Toyota,Chennai,8,122000.0,Diesel,Manual,Second,12,2494,102.0,8,,10.75
3261,Mercedes-Benz,Kolkata,4,58589.0,Diesel,Automatic,First,15,2143,203.2,5,,27.75
3262,Maruti,Jaipur,14,115000.0,Petrol,Manual,Second,17,1061,64.0,5,,0.99
3263,Ford,Pune,3,75000.0,Diesel,Automatic,First,12,2198,158.0,7,,24.0
3264,Hyundai,Jaipur,3,30292.0,Petrol,Manual,First,18,1197,81.86,5,,6.1
3265,Honda,Ahmedabad,2,32248.0,Petrol,Manual,First,17,1199,88.7,5,10.32 Lakh,8.25
3266,Volkswagen,Bangalore,6,74000.0,Petrol,Manual,First,16,1198,73.9,5,,4.65
3267,Honda,Mumbai,5,56100.0,Petrol,Manual,First,13,1997,153.86,5,,9.75
3268,Hyundai,Bangalore,5,61325.0,Petrol,Manual,First,18,1197,81.86,5,8.1 Lakh,4.4
3269,Maruti,Kolkata,5,33000.0,Petrol,Manual,First,19,1197,85.8,5,,3.99
3270,BMW,Coimbatore,3,18090.0,Diesel,Automatic,First,16,2993,258.0,5,,45.73
3271,Ford,Kochi,5,71390.0,Diesel,Manual,First,22,1498,89.84,5,,5.27
3272,Honda,Ahmedabad,3,67000.0,Diesel,Manual,First,26,1498,98.6,5,,7.25
3273,Tata,Chennai,11,99000.0,Diesel,Manual,Second,17,1405,70.0,5,,1.6
3274,Renault,Pune,5,142000.0,Diesel,Manual,Second,19,1461,108.45,5,,6.0
3275,Hyundai,Chennai,9,26966.0,Petrol,Manual,First,20,1197,78.9,5,,3.0
3276,Honda,Mumbai,4,27628.0,Petrol,Manual,First,18,1199,88.7,5,,4.95
3277,Maruti,Hyderabad,3,82497.0,Diesel,Manual,First,23,1248,88.5,5,,8.99
3278,Honda,Mumbai,12,86000.0,Petrol,Manual,Third,11,2354,144.0,5,,1.85
3279,Volkswagen,Coimbatore,3,26981.0,Petrol,Manual,First,16,1198,73.9,5,,6.16
3280,Maruti,Hyderabad,9,110471.0,Diesel,Manual,First,21,1248,73.9,5,,3.5
3281,Honda,Jaipur,5,69000.0,Petrol,Manual,First,19,1199,88.76,5,7.52 Lakh,4.5
3282,Hyundai,Hyderabad,2,12000.0,Petrol,Manual,First,18,1197,81.83,5,,7.75
3283,Renault,Hyderabad,5,77500.0,Diesel,Manual,First,20,1461,83.8,5,,6.6
3284,Hyundai,Kochi,5,48031.0,Petrol,Manual,First,18,1197,82.0,5,,4.98
3285,BMW,Chennai,11,170000.0,Diesel,Automatic,Third,16,1995,181.0,5,,9.75
3286,Ford,Mumbai,5,69565.0,Diesel,Manual,First,22,1498,89.84,5,,5.55
3287,Volkswagen,Hyderabad,3,45492.0,Diesel,Automatic,First,21,1498,108.5,5,15.68 Lakh,10.3
3288,Honda,Chennai,8,85000.0,Petrol,Automatic,Second,11,2354,177.6,5,,7.5
3289,Chevrolet,Hyderabad,11,55902.0,Petrol,Manual,First,14,1399,92.7,5,,1.8
3290,Volkswagen,Hyderabad,2,18500.0,Petrol,Manual,First,16,1199,74.0,5,,6.25
3291,Mahindra,Hyderabad,4,129750.0,Diesel,Manual,Second,14,2489,93.7,7,,6.8
3292,Hyundai,Hyderabad,10,50902.0,Petrol,Automatic,First,19,1197,80.0,5,,3.0
3293,Mahindra,Coimbatore,4,84725.0,Diesel,Manual,First,15,2179,140.0,7,,11.6
3294,Hyundai,Mumbai,6,40000.0,Diesel,Manual,Second,22,1582,126.24,5,,6.95
3295,Volkswagen,Mumbai,9,60000.0,Petrol,Manual,Third,14,1798,160.0,5,,3.5
3296,Hyundai,Coimbatore,5,33496.0,Petrol,Manual,First,18,1197,81.86,5,7.45 Lakh,5.5
3297,Hyundai,Mumbai,4,25000.0,Petrol,Manual,First,18,1197,81.83,5,,5.65
3298,Chevrolet,Ahmedabad,6,71000.0,Diesel,Manual,First,18,1248,73.8,8,,3.25
3299,Skoda,Coimbatore,4,20826.0,Petrol,Automatic,First,14,1598,103.6,5,,7.72
3300,Hyundai,Pune,3,42244.0,Diesel,Manual,First,19,1582,126.2,5,,12.0
3301,Chevrolet,Jaipur,6,98598.0,Diesel,Manual,First,25,936,57.6,5,,1.55
3302,Toyota,Delhi,8,62100.0,Diesel,Manual,First,11,2982,171.0,7,,10.75
3303,Hyundai,Coimbatore,3,44238.0,Petrol,Manual,First,18,1197,81.83,5,,6.72
3304,Audi,Coimbatore,7,91743.0,Diesel,Automatic,First,12,2967,241.4,7,,28.55
3305,Other_Luxury,Bangalore,6,19828.0,Diesel,Automatic,Second,17,2967,300.0,4,,75.0
3306,Honda,Hyderabad,3,36891.0,Petrol,Manual,First,17,1497,117.3,5,,10.49
3307,Mahindra,Hyderabad,7,90049.0,Diesel,Manual,First,17,1493,100.0,7,,3.8
3308,Audi,Ahmedabad,7,74002.0,Diesel,Automatic,First,16,1968,140.0,5,,18.5
3309,Hyundai,Kolkata,6,41000.0,Petrol,Automatic,First,12,2359,198.25,5,,6.0
3310,Hyundai,Hyderabad,7,83678.0,Diesel,Manual,First,22,1582,126.32,5,,5.5
3311,Maruti,Pune,9,91000.0,Petrol,Manual,First,18,998,67.1,5,,2.3
3312,Maruti,Jaipur,3,50000.0,Diesel,Manual,First,24,1248,88.5,7,,8.7
3313,Hyundai,Delhi,4,58000.0,Diesel,Manual,First,24,1120,71.01,5,,4.95
3314,Maruti,Jaipur,7,80000.0,Diesel,Manual,First,22,1248,74.0,5,,4.25
3315,Mahindra,Kochi,2,41290.0,Diesel,Manual,Second,16,2179,140.0,7,,10.94
3316,BMW,Delhi,6,65000.0,Diesel,Automatic,First,22,1995,190.0,5,67.87 Lakh,21.26
3317,Toyota,Bangalore,3,16471.0,Petrol,Manual,Second,14,1798,138.03,5,20.48 Lakh,11.5
3318,Hyundai,Pune,4,54339.0,Diesel,Manual,Second,22,1396,88.73,5,,6.0
3319,Mahindra,Hyderabad,3,24025.0,Petrol,Manual,First,18,1198,82.0,6,,4.1
3320,Maruti,Kolkata,6,24027.0,Petrol,Manual,First,24,796,47.3,5,,2.01
3321,Other,Hyderabad,9,59270.0,Petrol,Manual,First,15,1172,67.0,5,,2.6
3322,Maruti,Kolkata,7,40000.0,Petrol,Manual,First,18,998,67.1,5,,2.35
3323,Other,Bangalore,7,155566.0,Diesel,Manual,Second,9,2835,118.6,6,,9.15
3324,Honda,Chennai,6,42320.0,Petrol,Manual,First,19,1198,86.8,5,,2.9
3325,Hyundai,Coimbatore,2,24153.0,Diesel,Manual,Second,22,1396,88.73,5,,9.18
3326,Hyundai,Mumbai,3,27000.0,Petrol,Automatic,First,13,1591,121.3,5,,11.45
3327,Honda,Kochi,2,61795.0,Petrol,Manual,First,17,1198,86.7,5,,5.53
3328,Mahindra,Chennai,3,13500.0,Petrol,Manual,First,18,1198,82.0,6,,3.75
3329,Honda,Pune,1,4500.0,Petrol,Automatic,First,18,1497,117.3,5,15.17 Lakh,12.5
3330,Mahindra,Mumbai,2,23000.0,Diesel,Automatic,First,16,2179,140.0,7,,15.5
3331,Mercedes-Benz,Mumbai,6,80578.0,Diesel,Automatic,Second,14,2143,170.0,5,,14.5
3332,Renault,Coimbatore,2,42646.0,Diesel,Automatic,First,19,1461,108.45,5,15.05 Lakh,12.46
3333,Volkswagen,Bangalore,5,30000.0,Petrol,Manual,Second,16,1198,74.0,5,,5.25
3334,Mercedes-Benz,Bangalore,10,98000.0,Diesel,Automatic,Second,13,2987,282.0,5,,25.0
3335,Other_Luxury,Hyderabad,7,50000.0,Diesel,Automatic,First,12,2993,271.23,4,,45.0
3336,Maruti,Jaipur,4,63310.0,Diesel,Manual,First,28,1248,74.0,5,8.13 Lakh,5.1
3337,Honda,Delhi,5,66000.0,Diesel,Manual,First,25,1498,98.6,5,,3.5
3338,BMW,Ahmedabad,8,74000.0,Diesel,Automatic,Second,16,1995,181.0,5,,12.5
3339,Hyundai,Hyderabad,7,93000.0,Diesel,Manual,First,23,1396,88.7,5,,5.55
3340,Toyota,Delhi,4,70000.0,Diesel,Automatic,First,11,2982,169.0,7,,19.48
3341,Maruti,Ahmedabad,7,48772.0,Petrol,Manual,First,18,1197,85.8,5,,3.91
3342,Chevrolet,Chennai,9,66000.0,Petrol,Manual,First,18,1199,79.4,5,,2.19
3343,Hyundai,Coimbatore,2,27417.0,Petrol,Automatic,First,18,1197,82.0,5,,6.89
3344,Ford,Coimbatore,8,51593.0,Petrol,Manual,Second,15,1196,70.0,5,,3.47
3345,Maruti,Pune,9,75000.0,Petrol,Manual,First,16,1298,88.2,5,,2.85
3346,Audi,Coimbatore,3,39237.0,Diesel,Automatic,First,17,1968,174.33,5,,25.64
3347,Honda,Kochi,1,11966.0,Petrol,Manual,First,16,1497,116.3,5,,10.28
3348,Honda,Hyderabad,4,37000.0,Petrol,Manual,First,18,1199,88.7,5,8.79 Lakh,6.3
3349,Volkswagen,Chennai,5,70920.0,Diesel,Manual,First,20,1498,88.8,5,,4.75
3350,Nissan,Hyderabad,6,65280.0,Diesel,Manual,First,19,1461,83.14,5,14.72 Lakh,5.8
3351,Other_Luxury,Hyderabad,3,62000.0,Diesel,Automatic,First,12,2179,187.7,7,,44.5
3352,Hyundai,Kochi,5,44525.0,Petrol,Manual,First,18,1197,82.9,5,,4.65
3353,Honda,Jaipur,10,86863.0,Petrol,Manual,First,17,1497,118.0,5,,3.6
3354,Mahindra,Hyderabad,4,102626.0,Diesel,Manual,First,16,2179,140.0,7,,12.25
3355,Other_Luxury,Jaipur,2,45000.0,Diesel,Manual,First,16,1956,170.0,5,25.54 Lakh,20.0
3356,Mahindra,Jaipur,2,22000.0,Diesel,Manual,First,16,2179,140.0,7,,16.0
3357,Mahindra,Coimbatore,8,108905.0,Diesel,Automatic,Second,11,2179,120.0,8,,6.21
3358,Other,Kolkata,3,12800.0,Petrol,Manual,First,19,1198,67.0,7,,3.25
3359,Mahindra,Kolkata,3,32000.0,Diesel,Manual,First,15,2179,120.0,7,,9.75
3360,Honda,Mumbai,5,39000.0,Petrol,Automatic,First,15,1198,86.7,5,,4.45
3361,Honda,Pune,2,42000.0,Diesel,Manual,First,25,1498,98.6,5,16.84 Lakh,12.0
3362,Tata,Chennai,11,73000.0,Petrol,Manual,First,14,1396,65.0,5,,0.8
3363,Hyundai,Chennai,1,48000.0,Diesel,Manual,First,24,1186,73.97,5,8.28 Lakh,5.95
